image_paths,labels
/home/ubuntu/MachineLearningII/train/questionnaire/0001173451.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/524359583+-9584.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2061906023_2061906024.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0071031217.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/82604119.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2049344788_2049344792.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01835609_5613.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001465491.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2504034525_2504034530.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505931733_505931736.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507208539+-8556.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/81021769.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/50107645-7663.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2060001818.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2071378064_8065.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2024579179.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2083716363_6367.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01839147_01839148.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000166833.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060362334.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1005011378_1005011379.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2053784105_2053784106.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0013001799.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/12265781.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000176272.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2060013562.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2060054890_2060054901.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060256238.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/506410251.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000176328.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505862909.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/500784366.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01834674_4678.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2040267298.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001238001.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2080958234_8241.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/94295840.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000362176.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505935918+-5927.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060243894.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84464374_4382.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505952340+-2346.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/504840969_504840972.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/502776293.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507988645.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2044394016_2044394018.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2049208145_2049208164.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2042205622_2042205624.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001240628.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060039011.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2041139107_2041139111.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1004866180_1004866181.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505924878+-4881.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2077585660.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505860283.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2043369741.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/89858194_8196.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505508436+-8438.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2042562350.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/518303177+-3178.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2051778057.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2064865731_5736.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2049112602.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/506495562+-5567.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000411622.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01838022_8026.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000396988_1000396989.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2060049276_2060049295.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/513550956+-1279.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2001259028_2001259030.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2041092890.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01835423_5427.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000394388_1000394389.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/511375992+-6017.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/501377644.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0013002112.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2048960326.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2048747765_2048747766.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507690873+-0880.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000727541.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/71368245.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/517688544+-8545.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000244513.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/91351600.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2083437379_7380.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2044074090.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060249240.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01837338_7342.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2031127938_2031127940.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060250763.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507203804_507203807.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001169356.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507277053+-7053.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01816859_01816861.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000350016_1000350017.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000365255.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001206470.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2040476163.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01839832_9836.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/518303240+-3241.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/93276497_6505.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2053473164_3166.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507296307+-6312.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000176697.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000370330.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2040196383_2040196393.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507288261.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2062398377_2062398378.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505581157_505581171.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000162953.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/506389370.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2030819060.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505647632_505647635.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2053473042_3043.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001039735.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000455508.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2071368048_8063.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2041556729.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2051778050.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/514879069+-9070.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2084108444.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2049267619.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000489936.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/506284602.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/50532603-2604.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060357015.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/522772158+-2159.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2060046123_2060046126.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84458270_8276.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2072300246_0250.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2060176190_2060176202.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2048949133_2048949200.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2043177698.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2061632744.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/506585444+-5445.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/524480837+-0838.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2074568234.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2057041801_2057041804.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/82907849_7851.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2000229796_9807.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507329893+-9898.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000372639.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507226265+-6269.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000244391.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0011985252.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2045809368.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/512080054.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060218394.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2042104601_2042104609.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/506923695.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/508207418+-7421.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/508098743.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2072481952.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2001206013.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000371238_1000371239.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2048758495_2048758498.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/515227043_515227044.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/92308099_8102.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2044436107_2044436128.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2040098278.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060262458.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/519184447+-4450.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/03331365_1367.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/524480814+-0815.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507299444+-9446.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001231646.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507204097+-4100.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507317013.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000244501.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/60000177_60000179.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060279310.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2085144368_4382.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507312110_507312113.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000413973_1000413974.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2047131294_2047131303.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84459982.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2071081912_1916.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01836448_6452.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/522772183+-2186.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2083716398_6402.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/500346880.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01815112_5116.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000175082.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/01837387_7391.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2060039024_2060039032.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84460580_84460587.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/82904346_82904347.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2044678769.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2062857483_7484.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/503456045+-6048.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/71181863.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001209725.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060291794.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2043366491.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2049312308_2049312321.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2084033471.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/514878554+-8555.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/508041615.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001167499.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2042030289_2042030299.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2047353802.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2040548833_2040548848.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/525121620+-1708.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/71441495.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/501327886_501327887.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507074586+-4593.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/04242733_04242735.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000333301_1000333302.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2049362519_2049362532.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060250786.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2041096744_2041096747.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/501510772_501510774.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505904341_505904358.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/503444863_503444864.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060281903.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507361963+-1967.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507853710+-3714.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000323013.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000400563_1000400564.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0071025563.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000446153.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84460804_84460811.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2047274113_4115.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1005142144_1005142145.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2042247557_2042247586.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060300766.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2025425527_2025425532.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84464056_4064.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001171099.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2044066702.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84458134_8140.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505332530_505332544.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2024732588_2024732589.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2024407052.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2082892604.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2061828077_2061828078.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/500180755.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000176740.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/03326090_6093.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2076129310_9312.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2057043941_2057043942.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2047358019_2047358021.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001240649.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2049315600_2049315603.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2083953420_3436.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/522932385+-2386.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0013002305.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507197813_507197819.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001219318.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/82903832_82903837.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/81862603.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/517225840+-5866.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2024748129_2024748131.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000364369_1000364372.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000202239.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000163232.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/511230153+-0186.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000166427.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001233161.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2047131282_2047131293.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2040460613.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060043064.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507068549+-8551.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/89930025_0036.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/500710987.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0011842909.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/91340937_0946.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84458935_8941.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001174058.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0071086179.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/500041613+-1616.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505528360_505528374.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000011274_1000011276.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0011898551.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000176653.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/80300578_0588.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000360837.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000176289.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001154477.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/03329749.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2071238964_9028.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/511164783.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2073867329_7340.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/85370719_0724.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/80317032.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2047865055_5061.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/00140438_0447.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2058263682.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/500800387.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/511261368.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2021628511.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000997668.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060102583.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000176675.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2056152786.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/92305814_5820.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001209718.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2074220379.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505045502.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505726182_505726186.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2045782903_2045782908.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2015015530_2015015532.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2054610272_2054610273.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2024001592_2024001593.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2041131968.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/82907834_7838.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2043202816_2043202817.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/502024331_502024362.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060045459.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/506049465+-9471.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000342713.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/86380874_0875.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060013144.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0012282609.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0011845266.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2046718725.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2500072088_2094.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0071085531.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/505932190+-2190.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/tob04602.37_tob04602.75.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84459873.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000319490.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001455763.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000175088.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/93369774.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060263179.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/519156472+-6686.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000166344.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/515943789+-3790.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0060297399.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2045600987_2045600996.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/511341298_511341304.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2071558238_8245.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2042794248.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/85378239.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/504785619_504785623.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000369609.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1003072917_1003072920.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/84460660_84460667.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/508683999.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/507294824+-4828.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2042801870_2042801872.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0001211570.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/50409819-9821.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000176515.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/2001300596_2001300606.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000175109.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/518139532+-9533.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/0000554464.tif,13
/home/ubuntu/MachineLearningII/train/questionnaire/1000370849_1000370850.tif,13
